=== PRE-FILTER: Extract target cluster rows from 50GB opinions CSV ===

Target clusters: 6718
Using: C:\Program Files\Git\usr\bin\bzcat.exe
Header verified: column 21 = "cluster_id"
Streaming (multi-line aware)...

  1745M lines, 7524524 records, 6010 matched, 92919 lines/sec (313.0 min)
  1750M lines, 7531358 records, 6010 matched, 93124 lines/sec (313.2 min)
  1755M lines, 7548150 records, 6019 matched, 93297 lines/sec (313.5 min)
  1760M lines, 7571349 records, 6020 matched, 93446 lines/sec (313.9 min)
  1765M lines, 7592211 records, 6029 matched, 93607 lines/sec (314.3 min)
  1770M lines, 7605910 records, 6031 matched, 93795 lines/sec (314.5 min)
  1775M lines, 7617600 records, 6038 matched, 93978 lines/sec (314.8 min)
  1780M lines, 7631885 records, 6044 matched, 94153 lines/sec (315.1 min)
  1785M lines, 7651503 records, 6050 matched, 94325 lines/sec (315.4 min)
  1790M lines, 7660682 records, 6056 matched, 94509 lines/sec (315.7 min)
  1795M lines, 7694224 records, 6064 matched, 94617 lines/sec (316.2 min)
  1800M lines, 7722170 records, 6075 matched, 94721 lines/sec (316.7 min)
  1805M lines, 7738127 records, 6077 matched, 94854 lines/sec (317.2 min)
  1810M lines, 7752867 records, 6083 matched, 95008 lines/sec (317.5 min)
  1815M lines, 7768147 records, 6100 matched, 95152 lines/sec (317.9 min)
  1820M lines, 7790252 records, 6108 matched, 95288 lines/sec (318.3 min)
  1825M lines, 7824624 records, 6187 matched, 95345 lines/sec (319.0 min)
  1830M lines, 7861982 records, 6206 matched, 95363 lines/sec (319.8 min)
  1835M lines, 7872907 records, 6212 matched, 95498 lines/sec (320.3 min)
  1840M lines, 7883933 records, 6224 matched, 95633 lines/sec (320.7 min)
  1845M lines, 7894151 records, 6228 matched, 95764 lines/sec (321.1 min)
  1850M lines, 7903753 records, 6231 matched, 95894 lines/sec (321.5 min)
  1855M lines, 7912210 records, 6236 matched, 96000 lines/sec (322.0 min)
  1860M lines, 7921920 records, 6241 matched, 96079 lines/sec (322.7 min)
  1865M lines, 7934487 records, 6262 matched, 96162 lines/sec (323.2 min)
  1870M lines, 7946773 records, 6268 matched, 96261 lines/sec (323.8 min)
  1875M lines, 7959473 records, 6281 matched, 96330 lines/sec (324.4 min)
  1880M lines, 7970392 records, 6306 matched, 96417 lines/sec (325.0 min)
  1885M lines, 7980546 records, 6321 matched, 96530 lines/sec (325.5 min)
  1890M lines, 7992631 records, 6325 matched, 96604 lines/sec (326.1 min)
  1895M lines, 8002882 records, 6330 matched, 96682 lines/sec (326.7 min)
  1900M lines, 8014863 records, 6339 matched, 96762 lines/sec (327.3 min)
  1905M lines, 8027363 records, 6345 matched, 96871 lines/sec (327.8 min)
  1910M lines, 8040695 records, 6350 matched, 97002 lines/sec (328.2 min)
  1915M lines, 8059785 records, 6361 matched, 97078 lines/sec (328.8 min)
  1920M lines, 8079862 records, 6379 matched, 97174 lines/sec (329.3 min)
  1925M lines, 8097601 records, 6390 matched, 97318 lines/sec (329.7 min)
  1930M lines, 8110659 records, 6393 matched, 97493 lines/sec (329.9 min)
  1935M lines, 8120163 records, 6401 matched, 97666 lines/sec (330.2 min)
  1940M lines, 8132718 records, 6417 matched, 97829 lines/sec (330.5 min)
  1945M lines, 8143785 records, 6432 matched, 97986 lines/sec (330.8 min)
  1950M lines, 8156038 records, 6442 matched, 98139 lines/sec (331.2 min)
  1955M lines, 8166500 records, 6459 matched, 98287 lines/sec (331.5 min)
  1960M lines, 8174785 records, 6470 matched, 98356 lines/sec (332.1 min)
  1965M lines, 8182703 records, 6477 matched, 98314 lines/sec (333.1 min)
  1970M lines, 8190965 records, 6486 matched, 98445 lines/sec (333.5 min)
  1975M lines, 8198410 records, 6490 matched, 98601 lines/sec (333.8 min)
  1980M lines, 8206408 records, 6497 matched, 98757 lines/sec (334.2 min)
  6500 records matched, 8207303 records scanned (334.2 min)
  1985M lines, 8215298 records, 6518 matched, 98912 lines/sec (334.5 min)
  1990M lines, 8225545 records, 6528 matched, 99075 lines/sec (334.8 min)
  1995M lines, 8234118 records, 6548 matched, 99247 lines/sec (335.0 min)
  2000M lines, 8244212 records, 6574 matched, 99412 lines/sec (335.3 min)
  2005M lines, 8253344 records, 6596 matched, 99586 lines/sec (335.6 min)
  2010M lines, 8263656 records, 6607 matched, 99747 lines/sec (335.9 min)
  2015M lines, 8273917 records, 6645 matched, 99910 lines/sec (336.1 min)
  2020M lines, 8287384 records, 6678 matched, 100058 lines/sec (336.5 min)
  2025M lines, 8300058 records, 6684 matched, 100224 lines/sec (336.7 min)
  2030M lines, 8311706 records, 6691 matched, 100389 lines/sec (337.0 min)
  2035M lines, 8323926 records, 6722 matched, 100549 lines/sec (337.3 min)
  2040M lines, 8335457 records, 6733 matched, 100713 lines/sec (337.6 min)
  2045M lines, 8344651 records, 6744 matched, 100885 lines/sec (337.8 min)
  2050M lines, 8357601 records, 6746 matched, 101059 lines/sec (338.1 min)
  2055M lines, 8368654 records, 6768 matched, 101203 lines/sec (338.4 min)
  2060M lines, 8376297 records, 6781 matched, 101358 lines/sec (338.7 min)
  2065M lines, 8384163 records, 6788 matched, 101514 lines/sec (339.0 min)
  2070M lines, 8394042 records, 6813 matched, 101636 lines/sec (339.4 min)
  2075M lines, 8401700 records, 6836 matched, 101762 lines/sec (339.8 min)
  2080M lines, 8409417 records, 6844 matched, 101912 lines/sec (340.2 min)
  2085M lines, 8418435 records, 6859 matched, 102060 lines/sec (340.5 min)
  2090M lines, 8427039 records, 6875 matched, 102206 lines/sec (340.8 min)
  2095M lines, 8439072 records, 6889 matched, 102363 lines/sec (341.1 min)
  2100M lines, 8449108 records, 6894 matched, 102527 lines/sec (341.4 min)
  2105M lines, 8460152 records, 6906 matched, 102679 lines/sec (341.7 min)
  2110M lines, 8472946 records, 6923 matched, 102823 lines/sec (342.0 min)
  2115M lines, 8484163 records, 6937 matched, 102973 lines/sec (342.3 min)
  2120M lines, 8498813 records, 6956 matched, 103121 lines/sec (342.6 min)
  2125M lines, 8513651 records, 6969 matched, 103269 lines/sec (343.0 min)
  2130M lines, 8527862 records, 6989 matched, 103421 lines/sec (343.3 min)
  7000 records matched, 8539992 records scanned (343.6 min)
  2135M lines, 8541011 records, 7001 matched, 103539 lines/sec (343.7 min)
  2140M lines, 8552464 records, 7017 matched, 103678 lines/sec (344.0 min)
  2145M lines, 8565429 records, 7045 matched, 103793 lines/sec (344.4 min)
  2150M lines, 8579562 records, 7066 matched, 103896 lines/sec (344.9 min)
  2155M lines, 8590766 records, 7091 matched, 104011 lines/sec (345.3 min)
  2160M lines, 8602261 records, 7112 matched, 104125 lines/sec (345.7 min)
  2165M lines, 8613113 records, 7125 matched, 104248 lines/sec (346.1 min)
  2170M lines, 8624047 records, 7146 matched, 104378 lines/sec (346.5 min)
  2175M lines, 8635637 records, 7158 matched, 104501 lines/sec (346.9 min)
  2180M lines, 8645759 records, 7177 matched, 104622 lines/sec (347.3 min)
  2185M lines, 8655569 records, 7195 matched, 104751 lines/sec (347.7 min)
  2190M lines, 8665873 records, 7210 matched, 104877 lines/sec (348.0 min)
  2195M lines, 8679018 records, 7246 matched, 104979 lines/sec (348.5 min)
  2200M lines, 8690263 records, 7271 matched, 105101 lines/sec (348.9 min)
  2205M lines, 8701131 records, 7302 matched, 105216 lines/sec (349.3 min)
  2210M lines, 8711724 records, 7336 matched, 105336 lines/sec (349.7 min)
  2215M lines, 8723889 records, 7355 matched, 105446 lines/sec (350.1 min)
  2220M lines, 8736949 records, 7391 matched, 105544 lines/sec (350.6 min)
  2225M lines, 8751081 records, 7436 matched, 105636 lines/sec (351.0 min)
  2230M lines, 8762504 records, 7471 matched, 105742 lines/sec (351.5 min)
  2235M lines, 8771344 records, 7493 matched, 105860 lines/sec (351.9 min)
  7500 records matched, 8772953 records scanned (352.0 min)
  2240M lines, 8780260 records, 7520 matched, 105977 lines/sec (352.3 min)
  2245M lines, 8789530 records, 7540 matched, 106091 lines/sec (352.7 min)
  2250M lines, 8799332 records, 7566 matched, 106201 lines/sec (353.1 min)
  2255M lines, 8810339 records, 7593 matched, 106305 lines/sec (353.5 min)
  2260M lines, 8822534 records, 7626 matched, 106399 lines/sec (354.0 min)
  2265M lines, 8835173 records, 7657 matched, 106491 lines/sec (354.5 min)
  2270M lines, 8846352 records, 7691 matched, 106586 lines/sec (355.0 min)
  2275M lines, 8857054 records, 7716 matched, 106690 lines/sec (355.4 min)
  2280M lines, 8866271 records, 7741 matched, 106801 lines/sec (355.8 min)
  2285M lines, 8877150 records, 7758 matched, 106911 lines/sec (356.2 min)
  2290M lines, 8886818 records, 7779 matched, 107035 lines/sec (356.6 min)
  2295M lines, 8896737 records, 7793 matched, 107144 lines/sec (357.0 min)
  2300M lines, 8906994 records, 7809 matched, 107253 lines/sec (357.4 min)
  2305M lines, 8918717 records, 7839 matched, 107365 lines/sec (357.8 min)
  2310M lines, 8928943 records, 7860 matched, 107474 lines/sec (358.2 min)
  2315M lines, 8939174 records, 7879 matched, 107580 lines/sec (358.6 min)
  2320M lines, 8952038 records, 7901 matched, 107590 lines/sec (359.4 min)
  2325M lines, 8962031 records, 7920 matched, 107649 lines/sec (360.0 min)
  2330M lines, 8971467 records, 7955 matched, 107730 lines/sec (360.5 min)
  2335M lines, 8981730 records, 7980 matched, 107810 lines/sec (361.0 min)
  8000 records matched, 8987494 records scanned (361.2 min)
  2340M lines, 8992879 records, 8008 matched, 107887 lines/sec (361.5 min)
  2345M lines, 9004090 records, 8039 matched, 107958 lines/sec (362.0 min)
  2350M lines, 9013634 records, 8068 matched, 108043 lines/sec (362.5 min)
  2355M lines, 9023720 records, 8102 matched, 108129 lines/sec (363.0 min)
  2360M lines, 9032439 records, 8122 matched, 108222 lines/sec (363.4 min)
  2365M lines, 9042402 records, 8150 matched, 108320 lines/sec (363.9 min)
  2370M lines, 9052015 records, 8170 matched, 108410 lines/sec (364.4 min)
  2375M lines, 9060767 records, 8190 matched, 108503 lines/sec (364.8 min)
  2380M lines, 9070100 records, 8204 matched, 108615 lines/sec (365.2 min)
  2385M lines, 9077971 records, 8216 matched, 108729 lines/sec (365.6 min)
  2390M lines, 9087532 records, 8240 matched, 108826 lines/sec (366.0 min)
  2395M lines, 9095641 records, 8247 matched, 108939 lines/sec (366.4 min)
  2400M lines, 9101148 records, 8255 matched, 109058 lines/sec (366.8 min)
  2405M lines, 9109781 records, 8268 matched, 109172 lines/sec (367.2 min)
  2410M lines, 9117262 records, 8275 matched, 109295 lines/sec (367.5 min)
  2415M lines, 9125353 records, 8299 matched, 109413 lines/sec (367.9 min)
  2420M lines, 9133213 records, 8316 matched, 109532 lines/sec (368.2 min)
  2425M lines, 9142159 records, 8334 matched, 109654 lines/sec (368.6 min)
  2430M lines, 9150394 records, 8343 matched, 109781 lines/sec (368.9 min)
  2435M lines, 9157765 records, 8358 matched, 109895 lines/sec (369.3 min)
  2440M lines, 9165798 records, 8374 matched, 110011 lines/sec (369.7 min)
  2445M lines, 9176457 records, 8388 matched, 110123 lines/sec (370.0 min)
  2450M lines, 9186572 records, 8400 matched, 110242 lines/sec (370.4 min)
  2455M lines, 9195357 records, 8406 matched, 110357 lines/sec (370.8 min)
  2460M lines, 9206472 records, 8418 matched, 110460 lines/sec (371.2 min)
  2465M lines, 9215721 records, 8448 matched, 110548 lines/sec (371.6 min)
  2470M lines, 9228752 records, 8466 matched, 110652 lines/sec (372.0 min)
  2475M lines, 9240648 records, 8484 matched, 110775 lines/sec (372.4 min)
  2480M lines, 9250235 records, 8494 matched, 110917 lines/sec (372.7 min)
  8500 records matched, 9252890 records scanned (372.7 min)
  2485M lines, 9257992 records, 8515 matched, 111068 lines/sec (372.9 min)
  2490M lines, 9265898 records, 8529 matched, 111219 lines/sec (373.1 min)
  2495M lines, 9273188 records, 8543 matched, 111370 lines/sec (373.4 min)
  2500M lines, 9280890 records, 8561 matched, 111521 lines/sec (373.6 min)
  2505M lines, 9289885 records, 8579 matched, 111668 lines/sec (373.9 min)
  2510M lines, 9298469 records, 8580 matched, 111807 lines/sec (374.2 min)
  2515M lines, 9308791 records, 8583 matched, 111954 lines/sec (374.4 min)
  2520M lines, 9319785 records, 8589 matched, 112091 lines/sec (374.7 min)
  2525M lines, 9330263 records, 8595 matched, 112234 lines/sec (375.0 min)
  2530M lines, 9341192 records, 8601 matched, 112367 lines/sec (375.3 min)
  2535M lines, 9349770 records, 8615 matched, 112507 lines/sec (375.5 min)
  2540M lines, 9357574 records, 8618 matched, 112645 lines/sec (375.8 min)
  2545M lines, 9365764 records, 8628 matched, 112783 lines/sec (376.1 min)
  2550M lines, 9374040 records, 8634 matched, 112933 lines/sec (376.3 min)
  2555M lines, 9379576 records, 8647 matched, 113075 lines/sec (376.6 min)
  2560M lines, 9387894 records, 8688 matched, 113196 lines/sec (376.9 min)
  2565M lines, 9395233 records, 8697 matched, 113333 lines/sec (377.2 min)
  2570M lines, 9403817 records, 8703 matched, 113474 lines/sec (377.5 min)
  2575M lines, 9411873 records, 8712 matched, 113602 lines/sec (377.8 min)
  2580M lines, 9421885 records, 8729 matched, 113731 lines/sec (378.1 min)
  2585M lines, 9431748 records, 8752 matched, 113854 lines/sec (378.4 min)
  2590M lines, 9440478 records, 8762 matched, 113997 lines/sec (378.7 min)
  2595M lines, 9447350 records, 8768 matched, 114117 lines/sec (379.0 min)
  2600M lines, 9454195 records, 8830 matched, 114217 lines/sec (379.4 min)
  2605M lines, 9460539 records, 8915 matched, 114311 lines/sec (379.8 min)
  2610M lines, 9466988 records, 8994 matched, 114424 lines/sec (380.2 min)
  9000 records matched, 9467113 records scanned (380.2 min)
  2615M lines, 9473601 records, 9090 matched, 114524 lines/sec (380.6 min)
  2620M lines, 9480344 records, 9170 matched, 114638 lines/sec (380.9 min)
  2625M lines, 9486825 records, 9235 matched, 114756 lines/sec (381.2 min)
  2630M lines, 9500054 records, 9249 matched, 114877 lines/sec (381.6 min)
  2635M lines, 9513590 records, 9274 matched, 114996 lines/sec (381.9 min)
  2640M lines, 9526212 records, 9305 matched, 115114 lines/sec (382.2 min)
  2645M lines, 9535732 records, 9331 matched, 115250 lines/sec (382.5 min)
  2650M lines, 9546864 records, 9337 matched, 115377 lines/sec (382.8 min)
  2655M lines, 9557723 records, 9345 matched, 115502 lines/sec (383.1 min)
  2660M lines, 9571036 records, 9360 matched, 115616 lines/sec (383.5 min)
  2665M lines, 9583661 records, 9374 matched, 115738 lines/sec (383.8 min)
  2670M lines, 9598197 records, 9391 matched, 115831 lines/sec (384.2 min)
  2675M lines, 9611940 records, 9411 matched, 115949 lines/sec (384.5 min)
  2680M lines, 9626634 records, 9423 matched, 116072 lines/sec (384.8 min)
  2685M lines, 9641077 records, 9431 matched, 116187 lines/sec (385.2 min)
  2690M lines, 9655974 records, 9441 matched, 116293 lines/sec (385.5 min)
  2695M lines, 9667149 records, 9446 matched, 116410 lines/sec (385.8 min)
  2700M lines, 9678995 records, 9457 matched, 116530 lines/sec (386.2 min)
  2705M lines, 9691808 records, 9464 matched, 116642 lines/sec (386.5 min)
  2710M lines, 9704695 records, 9477 matched, 116774 lines/sec (386.8 min)
  2715M lines, 9717378 records, 9490 matched, 116903 lines/sec (387.1 min)
  9500 records matched, 9723814 records scanned (387.2 min)
  2720M lines, 9728986 records, 9518 matched, 117021 lines/sec (387.4 min)
  2725M lines, 9740660 records, 9548 matched, 117114 lines/sec (387.8 min)
  2730M lines, 9751825 records, 9576 matched, 117224 lines/sec (388.1 min)
  2735M lines, 9764013 records, 9603 matched, 117326 lines/sec (388.5 min)
  2740M lines, 9776024 records, 9619 matched, 117430 lines/sec (388.9 min)
  2745M lines, 9789923 records, 9641 matched, 117539 lines/sec (389.2 min)
  2750M lines, 9802053 records, 9652 matched, 117656 lines/sec (389.6 min)
  2755M lines, 9815055 records, 9664 matched, 117768 lines/sec (389.9 min)
  2760M lines, 9830157 records, 9679 matched, 117870 lines/sec (390.3 min)
  2765M lines, 9843104 records, 9691 matched, 117975 lines/sec (390.6 min)
  2770M lines, 9855456 records, 9715 matched, 118064 lines/sec (391.0 min)
  2775M lines, 9869383 records, 9735 matched, 118162 lines/sec (391.4 min)
  2780M lines, 9880794 records, 9759 matched, 118273 lines/sec (391.7 min)
  2785M lines, 9892704 records, 9773 matched, 118370 lines/sec (392.1 min)
  2790M lines, 9904290 records, 9790 matched, 118487 lines/sec (392.4 min)
  2795M lines, 9917050 records, 9802 matched, 118595 lines/sec (392.8 min)
  2800M lines, 9930305 records, 9824 matched, 118688 lines/sec (393.2 min)
  2805M lines, 9942276 records, 9842 matched, 118792 lines/sec (393.5 min)
  2810M lines, 9953983 records, 9855 matched, 118900 lines/sec (393.9 min)
  2815M lines, 9968017 records, 9879 matched, 118988 lines/sec (394.3 min)
  2820M lines, 9980031 records, 9896 matched, 119073 lines/sec (394.7 min)
  2825M lines, 9997071 records, 9912 matched, 119181 lines/sec (395.1 min)
  2830M lines, 10014962 records, 9933 matched, 119275 lines/sec (395.4 min)
  2835M lines, 10030929 records, 9935 matched, 119375 lines/sec (395.8 min)
  2840M lines, 10042782 records, 9944 matched, 119487 lines/sec (396.1 min)
  2845M lines, 10055980 records, 9960 matched, 119591 lines/sec (396.5 min)
  2850M lines, 10075587 records, 9973 matched, 119668 lines/sec (396.9 min)
  2855M lines, 10095407 records, 9984 matched, 119766 lines/sec (397.3 min)
  10000 records matched, 10107778 records scanned (397.7 min)
  2860M lines, 10111899 records, 10009 matched, 119824 lines/sec (397.8 min)
  2865M lines, 10120115 records, 10026 matched, 119913 lines/sec (398.2 min)
  2870M lines, 10129234 records, 10056 matched, 120021 lines/sec (398.5 min)
  2875M lines, 10140405 records, 10069 matched, 120129 lines/sec (398.9 min)
  2880M lines, 10152719 records, 10099 matched, 120222 lines/sec (399.3 min)
  2885M lines, 10162274 records, 10127 matched, 120326 lines/sec (399.6 min)
  2890M lines, 10171546 records, 10156 matched, 120420 lines/sec (400.0 min)
  2895M lines, 10180563 records, 10171 matched, 120513 lines/sec (400.4 min)
  2900M lines, 10189852 records, 10190 matched, 120601 lines/sec (400.8 min)
  2905M lines, 10198277 records, 10205 matched, 120694 lines/sec (401.2 min)
  2910M lines, 10207427 records, 10229 matched, 120786 lines/sec (401.5 min)
  2915M lines, 10216979 records, 10254 matched, 120847 lines/sec (402.0 min)
  2920M lines, 10227129 records, 10287 matched, 120922 lines/sec (402.5 min)
  2925M lines, 10237431 records, 10317 matched, 120982 lines/sec (403.0 min)
  2930M lines, 10247098 records, 10328 matched, 121049 lines/sec (403.4 min)
  2935M lines, 10256949 records, 10347 matched, 121113 lines/sec (403.9 min)
  2940M lines, 10267202 records, 10374 matched, 121173 lines/sec (404.4 min)
  2945M lines, 10277204 records, 10399 matched, 121230 lines/sec (404.9 min)
  2950M lines, 10286545 records, 10436 matched, 121272 lines/sec (405.4 min)
  2955M lines, 10296714 records, 10462 matched, 121337 lines/sec (405.9 min)
  2960M lines, 10306444 records, 10494 matched, 121391 lines/sec (406.4 min)
  10500 records matched, 10307706 records scanned (406.5 min)
  2965M lines, 10315027 records, 10516 matched, 121447 lines/sec (406.9 min)
  2970M lines, 10326113 records, 10537 matched, 121475 lines/sec (407.5 min)
  2975M lines, 10337794 records, 10569 matched, 121499 lines/sec (408.1 min)
  2980M lines, 10350463 records, 10604 matched, 121499 lines/sec (408.8 min)
  2985M lines, 10362407 records, 10628 matched, 121539 lines/sec (409.3 min)
  2990M lines, 10372036 records, 10642 matched, 121615 lines/sec (409.8 min)
  2995M lines, 10377966 records, 10644 matched, 121717 lines/sec (410.1 min)
  3000M lines, 10387249 records, 10647 matched, 121819 lines/sec (410.4 min)
  3005M lines, 10403155 records, 10652 matched, 121922 lines/sec (410.8 min)
  3010M lines, 10417329 records, 10661 matched, 122034 lines/sec (411.1 min)
  3015M lines, 10427977 records, 10666 matched, 122151 lines/sec (411.4 min)
  3020M lines, 10439417 records, 10684 matched, 122255 lines/sec (411.7 min)
  3025M lines, 10451137 records, 10708 matched, 122351 lines/sec (412.1 min)
  3030M lines, 10464782 records, 10710 matched, 122447 lines/sec (412.4 min)
  3035M lines, 10478273 records, 10714 matched, 122531 lines/sec (412.8 min)
  3040M lines, 10489114 records, 10717 matched, 122637 lines/sec (413.1 min)
  3045M lines, 10499203 records, 10717 matched, 122739 lines/sec (413.5 min)
  3050M lines, 10509172 records, 10723 matched, 122867 lines/sec (413.7 min)
  3055M lines, 10518649 records, 10724 matched, 122994 lines/sec (414.0 min)
  3060M lines, 10530694 records, 10749 matched, 123093 lines/sec (414.3 min)
  3065M lines, 10542984 records, 10758 matched, 123194 lines/sec (414.7 min)
  3070M lines, 10556811 records, 10760 matched, 123285 lines/sec (415.0 min)
  3075M lines, 10569537 records, 10765 matched, 123383 lines/sec (415.4 min)
  3080M lines, 10582897 records, 10776 matched, 123470 lines/sec (415.8 min)
  3085M lines, 10596934 records, 10792 matched, 123534 lines/sec (416.2 min)
  3090M lines, 10611255 records, 10799 matched, 123626 lines/sec (416.6 min)
  3095M lines, 10625328 records, 10810 matched, 123721 lines/sec (416.9 min)
  3100M lines, 10643597 records, 10820 matched, 123777 lines/sec (417.4 min)
  3105M lines, 10659285 records, 10822 matched, 123825 lines/sec (417.9 min)
  3110M lines, 10674413 records, 10824 matched, 123845 lines/sec (418.5 min)
  3115M lines, 10693214 records, 10825 matched, 123849 lines/sec (419.2 min)
  3120M lines, 10710946 records, 10828 matched, 123887 lines/sec (419.7 min)
  3125M lines, 10728812 records, 10834 matched, 123924 lines/sec (420.3 min)

=== COMPLETE ===
  Lines scanned: 3,129,319,510
  Rows matched: 10,839
  Output: C:\Users\email\projects\ImNotAnAttorney-web\data\bulk-verify\cl-bulk\opinions-filtered.csv (1064.2 MB)
  Time: 420.8 min (123950 lines/sec)

All downstream scripts can now read opinions-filtered.csv instead of the 50GB bz2.
