SENTTOT,SENSPLT0,DISTRICT,MONSEX,OFFGUIDE,SENTRNGE,XCRHISSR
4.7,4.7,70,1,17,0,1
0.03,0.03,41,0,17,0,1
11.72,11.72,42,1,17,0,1
120,120,67,0,13,6,5
6.03,6.03,42,0,17,0,2
120,120,27,0,10,0,3
57,57,18,0,13,0,5
6.96,6.96,70,0,17,3,2
36,36,80,0,10,2,1
,0,31,0,16,8,1
12.1,12.1,42,0,17,0,3
51,51,42,0,13,0,6
4.6,4.6,70,0,17,3,2
4.37,4.37,70,0,17,0,3
10.13,10.13,81,0,13,8,2
120,120,42,0,4,0,3
2.83,2.83,70,0,17,0,1
,6,71,1,16,7,1
0.03,0.03,71,0,10,7,2
,6,42,0,17,0,1
48,48,47,1,10,2,1
12.03,12.03,70,1,17,3,3
5,5,85,1,16,8,3
8,8,70,0,17,3,3
168,168,27,0,10,0,5
24.39,24.39,61,0,16,0,1
63,63,42,0,10,0,2
,13,81,0,20,7,1
6.56,6.56,42,0,17,0,1
300,300,33,0,10,8,5
240,240,33,0,10,0,5
63,63,33,0,10,0,1
84,84,45,0,13,8,6
10,10,12,0,17,0,2
12.03,12.03,41,0,13,8,3
7.39,7.39,1,0,16,7,1
9.33,9.33,70,0,17,0,1
37,37,71,0,13,0,6
18,18,56,0,13,0,1
0.03,0.03,41,0,17,0,2
120,120,33,0,10,2,1
96,96,82,0,10,8,1
,0,12,0,10,0,1
13.2,13.2,42,0,17,5,4
15,15,12,0,10,7,6
13.59,13.59,42,0,17,0,3
,6,88,0,1,8,1
46,46,12,0,10,0,1
0.99,0.99,36,1,9,,
24,24,12,0,10,7,2
720,720,89,0,27,7,1
63,63,33,0,10,0,1
15.76,15.76,42,0,17,0,3
5.72,5.72,42,0,17,0,1
200,200,35,0,10,7,6
18,18,42,0,10,2,1
32,32,41,0,17,8,5
240,240,32,0,10,7,6
26,26,41,1,17,7,4
0.03,0.03,65,0,15,7,3
13.16,13.16,70,0,3,8,2
120,120,8,0,27,8,1
12.36,12.36,42,0,17,8,4
13.85,13.85,42,0,17,8,2
15,15,13,0,17,0,2
15,15,8,0,16,8,1
59,59,79,0,10,7,6
300,300,53,0,27,8,3
3.45,3.45,70,0,17,0,1
117,117,44,0,26,0,2
90,90,4,0,7,6,1
7,7,42,0,17,8,2
13,13,31,0,16,2,1
180,180,53,0,27,0,1
11.07,11.07,42,0,17,0,1
156,156,32,0,10,2,1
97,97,4,0,10,8,1
13.39,13.39,42,0,17,0,3
13.46,13.46,42,0,17,8,2
300,300,30,0,27,8,1
13.46,13.46,42,0,17,0,1
26.72,26.72,42,0,17,8,3
36,36,8,0,26,8,5
14.03,14.03,42,0,17,0,3
6.89,6.89,42,0,17,0,1
21,21,76,0,17,5,3
6.66,6.66,42,0,17,0,1
,0,33,0,30,0,1
,0,52,1,16,8,1
11.79,11.79,42,1,17,0,1
50,50,12,0,10,7,2
7.49,7.49,42,0,17,8,2
6,6,35,0,16,7,1
8.89,8.89,42,0,17,0,2
12.76,12.76,42,0,17,0,2
7.26,7.26,42,0,17,8,2
,0,15,0,17,0,1
8.07,8.07,42,0,17,0,2
25.46,25.46,42,0,17,0,6
7.1,7.1,42,0,17,8,2
11.07,11.07,42,0,17,0,1
46,46,75,0,10,0,2
8.3,8.3,42,0,17,0,2
4.47,4.47,41,0,17,0,1
4.86,4.86,41,0,17,0,1
4.7,4.7,41,0,17,0,1
,12,52,1,16,7,1
21,21,20,0,17,0,2
60,60,17,0,13,0,5
60,60,33,0,10,0,1
200,200,33,0,10,2,1
292,292,33,0,10,8,6
40,40,6,0,10,2,3
80,80,79,0,10,2,5
2.96,2.96,79,0,10,2,1
188,188,33,0,10,0,6
33,33,79,0,10,7,1
14.03,14.03,42,0,17,0,2
,6,32,0,18,8,1
95,95,32,0,10,2,1
151,151,65,0,10,0,6
18,18,65,0,13,7,3
71,71,60,0,7,0,4
130,130,60,0,10,0,6
2.53,2.53,42,0,17,0,1
48.3,48.3,8,0,22,2,5
120,120,75,0,10,0,3
134,134,52,0,10,8,6
96,96,45,0,26,8,1
60,60,1,0,10,7,2
57,57,52,0,10,6,3
7.56,7.56,42,0,17,0,3
0.03,0.03,74,0,17,3,4
13.03,13.03,74,0,17,3,2
7.72,7.72,42,0,17,0,2
42,42,30,0,16,0,1
32,32,39,0,13,0,5
60,60,84,0,10,8,3
5.58,5.58,41,0,17,0,1
6.23,6.23,42,0,17,0,1
,6,50,0,16,0,1
97,97,17,0,13,0,6
170,170,43,0,10,0,3
96,96,74,0,10,8,5
,0,50,1,13,7,2
27,27,42,1,17,0,2
120,120,42,0,10,0,6
,0,10,1,16,8,1
60,60,42,0,13,0,3
13.03,13.03,42,0,17,0,3
360,360,4,0,10,0,3
16,16,42,0,17,0,3
12,12,42,0,30,6,2
300,300,42,0,10,8,5
82,82,88,0,10,7,6
121,121,45,0,10,8,6
,0,88,0,10,7,6
8,8,42,0,17,0,2
,0,66,0,16,0,1
46,46,45,0,10,0,3
15,15,45,0,13,0,3
72,72,4,0,10,5,1
204,204,42,1,10,2,2
66,66,71,0,10,7,5
26,26,10,0,16,0,2
100,100,45,1,10,8,1
540,540,4,0,10,8,2
120,120,23,0,10,0,3
186,186,42,0,10,8,1
,6,84,0,17,0,1
336.03,336.03,45,0,26,8,4
6,12,42,0,17,6,1
36,36,71,0,16,0,2
48,48,23,1,10,2,1
12.62,12.62,42,0,17,8,2
324,324,52,0,4,0,2
120,120,44,0,26,0,6
22.89,22.89,42,0,17,0,2
12.43,12.43,42,0,17,0,2
21,21,42,0,17,0,2
10.33,10.33,42,0,17,8,2
6,6,45,0,17,0,3
14.03,14.03,42,0,17,0,3
0.03,0.03,42,0,17,0,3
12.03,12.03,42,0,17,0,3
0.03,0.03,42,0,17,0,4
51,51,42,0,17,6,3
9.69,9.69,42,0,17,0,2
36,36,42,0,17,0,4
0.03,0.03,42,0,17,0,3
18,18,45,1,10,2,1
41,41,88,0,10,7,6
21,21,42,0,17,0,2
13.2,13.2,42,0,17,0,2
0.03,0.03,42,0,17,0,3
13.43,13.43,42,0,17,0,3
42,42,2,0,13,6,4
12.03,12.03,84,0,17,8,2
46,46,65,0,13,8,5
60,60,47,1,10,2,3
6.89,6.89,20,0,17,0,1
0.03,0.03,42,0,17,0,3
96,96,16,0,10,7,4
,0,34,0,30,0,1
,0,34,1,30,0,1
63,63,63,0,6,0,4
16.85,16.85,42,0,17,0,4
190,190,55,0,10,4,5
97,97,14,0,13,2,6
9.56,9.56,42,0,17,0,1
24,24,48,0,16,4,1
,0,40,0,16,0,1
,0,66,0,21,2,1
96,96,55,0,13,6,3
,0,66,0,10,2,1
80,80,13,0,10,2,1
8.16,8.16,42,1,17,0,1
,0,42,0,17,0,1
48,48,47,0,10,2,2
,0,66,0,10,2,1
,0,66,0,10,2,1
10,10,26,0,13,0,1
,0,66,0,21,2,1
30,30,42,0,13,0,1
60,60,8,0,19,8,1
,0,66,0,10,8,1
30,30,32,0,30,7,4
9.03,9.03,47,0,13,5,5
27,27,32,0,13,8,1
90,90,67,0,13,0,4
12,12,84,0,17,3,2
46,46,76,1,10,8,1
27,27,13,0,13,0,5
57,57,13,0,21,0,2
18,18,84,0,17,3,4
300,300,81,0,27,8,4
48,48,8,0,16,7,1
6.26,6.26,42,0,17,0,1
214,214,55,0,26,2,4
24,24,84,0,17,0,3
12,12,4,0,5,2,1
210,210,47,0,10,2,6
,0,24,0,10,8,1
63,63,23,0,10,0,2
15,15,14,0,10,0,5
18,18,41,0,17,0,3
36,36,19,0,13,8,4
6,6,30,0,28,8,1
60,60,40,0,13,0,2
,0,66,0,10,2,1
30,30,26,0,13,0,3
13,13,24,0,10,0,2
72,72,14,0,10,0,1
24,24,41,0,17,0,2
40,40,26,0,13,0,3
8,8,34,0,16,0,1
15.36,15.36,23,0,13,7,3
120,120,19,1,10,8,3
15,15,83,1,21,2,1
120,120,19,0,10,0,1
1.76,1.76,42,0,17,0,1
3.16,3.16,42,0,17,0,1
,0,42,0,17,0,1
1.85,1.85,42,0,17,0,1
5.68,5.68,84,0,17,0,1
,0,42,0,17,0,1
720,720,84,0,27,4,3
2.79,2.79,42,0,17,0,1
4.16,4.16,42,0,21,0,2
28,28,65,0,13,7,4
2.82,2.82,42,1,17,0,1
,8,42,0,17,0,1
69,69,86,1,27,7,1
46,46,42,0,13,4,4
184,184,86,0,26,0,5
24,24,86,0,27,0,1
120,120,67,0,10,0,6
180,180,42,0,10,7,6
10,10,42,0,17,0,3
0.03,0.03,2,1,10,4,1
10,10,45,0,17,0,3
260,260,67,0,10,7,6
60,60,45,0,10,8,2
60,60,27,1,10,2,1
135,135,54,1,10,0,3
10.03,10.03,45,0,13,8,4
120,120,86,0,10,0,2
,0,42,0,17,0,1
300,300,2,0,27,7,2
3.79,3.79,42,0,17,0,1
87,87,75,0,7,0,1
41,41,83,0,13,0,2
12.03,12.03,43,0,16,2,1
0.03,0.03,72,0,10,8,2
40,40,56,1,21,2,2
36,36,33,0,16,6,2
48,48,52,0,13,0,4
30,30,84,0,10,7,1
27,27,32,1,13,8,1
78,78,23,0,10,7,3
36,36,29,0,13,0,5
,0,42,0,17,0,1
240,240,22,0,7,0,3
6,12,72,0,10,8,1
42,42,83,0,10,8,3
132,132,58,0,10,7,6
0.03,0.03,20,0,17,0,1
12.03,12.03,43,0,18,8,1
24,24,42,0,17,0,3
21,21,84,0,17,0,2
18,24,84,0,10,8,2
30,30,34,1,10,0,1
18,18,84,0,17,3,5
160,160,36,0,10,0,2
60,60,69,0,7,0,1
0.03,0.03,71,0,10,2,1
46,46,36,0,10,0,1
48,48,29,0,10,2,3
18,18,42,0,17,0,3
0.03,0.03,51,1,16,8,1
2.33,2.33,42,1,17,0,1
78,78,80,0,7,7,1
150,150,51,0,13,8,4
69,69,72,0,10,2,1
140,140,8,0,10,8,3
20,20,25,0,25,8,6
135,135,42,0,22,2,4
60,60,16,0,13,8,2
57,57,35,0,13,0,3
3.2,3.2,42,0,17,0,1
15,15,48,0,13,0,3
,0,33,1,10,2,1
52,52,23,1,10,7,6
5.33,5.33,42,0,17,0,1
30,30,14,0,10,8,3
0.1,0.1,79,0,4,0,1
84,84,32,0,13,0,3
23.56,23.56,42,0,17,0,2
48,48,56,0,16,8,1
60,60,80,0,7,8,1
15,15,17,1,16,0,1
180,180,31,0,7,0,2
36,36,90,0,23,2,1
20,20,70,0,13,8,1
20,20,34,0,13,2,1
2.89,2.89,84,0,17,0,1
87,87,83,0,10,0,1
156,156,43,0,10,6,3
0.03,0.03,42,0,28,0,1
168,168,32,0,10,0,3
12.03,12.03,42,1,10,8,1
110,110,38,0,10,0,1
18,21,3,0,16,0,2
39,39,38,0,13,0,4
12.03,12.03,35,0,10,0,1
46,46,42,0,10,2,1
,0,22,0,10,2,1
70,70,15,0,10,2,2
24,24,58,0,10,8,4
9.23,9.23,31,0,17,8,3
168,168,49,0,10,0,5
132,132,31,0,10,2,4
180,180,15,0,10,8,6
181,181,48,0,26,0,3
48,48,31,0,10,8,1
8.49,8.49,42,0,17,0,2
190,190,49,0,13,0,6
13.03,13.03,42,0,17,0,2
20,20,16,0,13,0,3
,0,71,0,10,7,1
8.79,8.79,42,0,17,0,4
2,2,31,0,16,7,2
120,120,15,0,10,0,5
27,27,42,1,10,0,2
15,15,41,0,17,5,6
12.85,12.85,42,0,17,0,3
10.25,10.25,41,0,17,5,4
110,110,28,0,10,2,6
87,87,28,0,10,0,1
84,84,79,0,10,0,4
3.68,3.68,13,0,28,7,1
87,87,79,0,10,2,1
51,51,79,0,13,0,6
87,87,31,0,10,0,3
,0,42,0,17,0,1
120,120,50,0,26,7,2
7,7,31,0,16,7,3
42,42,81,0,16,7,1
100,100,50,0,13,0,5
120,120,39,0,10,0,1
33,33,79,1,10,7,2
24,24,1,1,16,4,1
57,57,41,0,10,0,1
68,68,65,0,13,0,5
120,120,41,0,10,8,4
60,60,31,0,13,0,5
250,250,61,0,21,8,1
,0,16,0,30,0,1
0.99,0.99,36,0,11,,
4.26,4.26,42,0,17,0,1
140,140,96,0,27,8,1
20,20,69,0,24,8,4
60,60,60,1,10,0,1
228,228,4,0,26,0,3
18,18,17,0,13,0,1
,0,0,0,29,7,1
37,37,60,0,13,0,1
8,8,42,1,17,6,1
9.1,9.1,42,0,17,0,2
51,51,45,0,16,8,3
6.49,6.49,42,0,17,0,3
60,60,48,0,10,0,1
60,60,8,0,10,8,4
0.99,0.99,94,0,17,0,1
57,57,16,0,13,0,4
21,21,42,0,17,6,1
27,27,87,0,13,0,5
546,546,49,0,13,0,6
100,100,14,0,10,0,4
125,125,13,0,21,0,5
189,189,39,0,10,0,4
135,135,39,0,10,0,1
168,168,67,0,10,8,2
262,262,43,0,10,2,4
180,180,67,0,10,7,6
87,87,49,1,10,7,2
240,240,19,0,7,0,1
57,57,9,0,10,2,2
12.03,12.03,41,0,16,8,3
57,57,8,0,4,0,4
18,18,70,0,17,3,5
,0,17,0,30,0,1
46,46,70,0,16,7,1
24,24,74,0,10,2,1
90,90,17,0,10,2,3
13,13,26,0,13,5,2
54,54,74,0,10,3,4
100,100,18,0,13,8,6
12.03,12.03,8,0,10,8,1
37,37,72,0,13,0,1
51,51,73,0,13,8,1
30,30,17,0,10,2,2
41,41,88,0,10,8,6
270,270,38,0,10,0,3
120,120,78,0,13,0,5
27,27,49,0,13,0,3
24,24,45,0,27,0,1
60,60,88,0,13,2,6
78,78,18,0,10,8,4
18,18,8,0,16,0,1
65,65,65,0,13,0,2
145,145,43,0,13,0,5
78,78,80,0,13,0,2
24,24,55,0,28,0,3
70,70,55,0,13,0,3
75,75,49,0,10,8,3
300,300,56,0,10,8,6
70,70,47,0,10,8,6
60,60,62,0,16,0,1
108,108,60,0,10,2,2
38,38,81,0,10,7,1
130,130,67,1,10,0,6
210,210,86,0,27,4,1
,0,48,1,14,0,1
120,120,69,0,4,1,6
44,44,43,0,16,0,4
37,37,42,0,13,0,6
96,96,17,0,10,2,6
51,51,39,0,10,0,1
,6,16,0,29,0,1
0.03,0.03,42,0,17,8,4
0.03,0.03,4,0,17,0,1
470,470,71,0,22,0,1
164,164,82,0,10,8,4
72,72,22,1,1,7,4
72,72,52,0,10,8,6
2.2,2.2,9,0,1,0,1
52,52,69,0,7,0,1
28,28,69,0,27,0,1
41,41,69,0,27,0,1
15,15,69,1,4,0,1
1.31,1.31,74,0,17,3,1
12.03,12.03,51,0,10,7,1
419.59,419.59,62,0,10,5,6
0.03,18.03,17,1,10,2,1
0.03,0.03,69,1,16,7,5
41,41,90,0,10,0,3
84,84,51,0,10,0,4
3.98,3.98,74,1,10,4,1
11,11,38,0,25,0,1
240,240,38,0,10,0,3
37,37,42,0,26,0,3
97,97,42,1,10,0,2
0.03,0.03,74,0,17,0,1
8,8,42,0,17,0,2
96,96,78,0,21,8,1
,0,22,0,13,8,1
57,57,15,0,10,0,1
94,94,43,0,10,0,5
48,48,81,0,10,7,1
0.03,0.03,15,0,30,2,2
12,12,3,0,24,8,2
60,60,39,0,13,8,4
30,30,78,0,13,7,6
150,150,56,0,10,8,1
0.03,0.03,52,1,10,8,3
150,150,61,0,21,0,1
4.7,4.7,41,0,17,5,3
24,24,74,1,10,7,1
107,107,23,0,10,8,6
10,10,32,0,13,0,1
70,70,64,0,13,8,6
36,36,39,1,10,8,1
21,21,33,0,17,0,3
132,132,17,0,7,8,1
60,60,0,0,10,8,1
14,14,71,0,13,7,3
6,12,42,0,17,6,1
15,15,50,0,1,8,1
0.03,12.03,29,0,10,2,5
120,120,32,0,7,7,2
42,48,84,1,26,8,5
84,88,74,0,10,4,6
150,150,8,0,26,8,4
300,300,50,0,10,0,6
0.23,0.23,74,1,21,3,2
24,27,74,0,10,4,1
36,36,15,0,10,8,1
18,18,30,0,17,8,3
57,57,31,0,16,0,1
31,31,74,0,16,4,6
51,51,74,0,10,2,3
9,9,71,0,5,2,1
120,120,61,0,21,8,1
24,24,74,0,10,3,1
4,4,74,1,21,4,1
67,67,18,0,26,5,6
18,18,74,1,17,3,5
24,24,74,0,10,3,1
18,18,74,0,17,3,3
5.62,5.62,74,0,17,3,2
12.46,12.46,42,0,17,0,2
42.18,42.18,41,1,10,0,1
30,30,33,0,16,8,3
24,24,33,0,16,0,1
300,300,17,0,13,0,4
10.2,10.2,42,0,17,0,2
96.03,96.03,17,0,26,2,6
12.03,12.03,33,0,16,8,1
102,102,67,0,10,0,3
24,24,33,0,16,0,1
11.93,11.93,45,0,5,8,1
63,63,45,0,17,0,6
16,16,74,0,17,8,2
121,121,90,0,26,0,1
80,80,18,0,10,8,3
12.03,12.03,74,0,17,0,1
96,96,85,0,4,0,5
132,132,29,0,10,2,6
240,240,73,1,16,0,1
20,20,74,0,10,3,1
37,37,32,0,13,8,2
,4,74,0,1,0,1
9,9,73,1,16,0,2
51,51,18,0,13,0,3
36,36,73,0,13,8,6
10,10,70,0,13,7,1
180,180,8,0,10,7,1
,0,81,1,10,2,1
6,6,70,1,13,7,1
51,51,85,0,3,0,2
5,5,70,0,17,3,3
41,41,46,0,13,0,2
21,21,15,0,24,0,3
3.25,3.25,70,0,17,0,1
100,100,61,0,21,8,1
36,36,63,1,10,2,2
3.22,3.22,70,0,17,0,2
32.13,32.13,30,0,4,2,6
119,119,40,0,16,8,2
37,37,84,0,17,0,3
4,4,84,0,17,0,2
37,37,84,0,17,8,4
6,6,39,1,1,0,1
4,4,70,0,17,0,1
60,66,29,0,10,2,6
180,180,63,0,10,8,1
340,340,85,0,27,0,2
4.07,4.07,70,0,17,0,2
5.26,5.26,70,0,17,3,2
3.48,3.48,41,0,16,0,1
0.03,8.03,12,0,10,7,3
12.03,12.03,84,0,17,0,2
3.43,3.43,70,0,17,0,1
2,2,74,0,17,3,1
168,168,30,0,10,5,2
,0,54,0,16,5,1
,0,24,0,10,8,3
108,108,47,0,7,2,1
6.08,6.08,70,0,17,0,1
30,30,30,0,29,5,4
4.14,4.14,70,0,17,0,1
,0,66,1,16,8,1
32.13,32.13,30,0,4,2,2
24,24,70,0,17,0,5
27,27,39,0,16,0,5
30.2,30.2,1,0,10,2,1
216,216,43,0,27,8,1
24,24,89,0,13,7,2
12,12,24,1,10,0,4
78,78,8,0,10,8,1
27,27,43,0,16,8,1
195,195,24,0,10,0,3
102,102,39,0,10,0,1
12.03,12.03,70,0,17,8,1
33,33,52,0,10,8,1
57,57,70,0,10,7,1
24,24,14,0,10,0,1
150,150,25,0,10,1,5
84.03,84.03,80,0,4,7,1
360,360,33,0,22,0,1
120,120,68,0,10,0,3
60,60,30,0,16,8,1
,0,22,0,30,0,1
12.03,12.03,51,0,10,7,1
12.03,12.03,41,0,17,0,2
8,8,41,0,17,0,2
12.56,12.56,80,0,13,0,2
20.62,20.62,42,0,1,7,2
18,18,41,0,17,5,3
360,360,51,0,22,0,5
12.03,12.03,41,0,17,0,3
14,14,70,0,17,3,5
8,8,41,1,17,0,2
6,6,41,0,17,5,2
33,33,41,0,17,0,5
48,48,41,0,10,2,1
18,18,70,0,17,3,3
10,10,70,0,17,3,2
12.03,12.03,41,1,17,0,1
6,6,70,0,17,3,3
6,6,13,0,16,0,1
,0,70,0,16,7,1
87,87,87,0,13,0,6
0.39,0.39,70,0,17,3,2
0.82,0.82,70,1,10,3,1
27,27,42,0,17,0,2
70,70,13,0,10,2,1
5.09,5.09,70,0,17,3,3
,0,70,0,17,3,2
41,41,25,0,10,8,2
3.94,3.94,70,0,17,0,2
48,48,31,0,29,2,2
6,6,87,0,17,0,1
18,18,70,0,17,3,4
6,12,1,1,16,7,3
80,80,89,0,27,8,1
48,48,88,0,10,7,1
30,30,65,0,13,7,2
30,30,87,0,13,8,2
,0,47,1,16,8,1
57,57,36,0,13,0,3
51,51,70,0,17,8,2
87,87,36,0,10,0,3
360,360,51,0,22,0,6
360,360,73,0,10,0,1
18,18,70,1,10,3,1
262,262,51,0,22,2,1
0.39,6.39,22,0,16,0,1
6,6,72,1,4,8,1
24,24,42,1,17,6,1
2.16,2.16,42,0,17,0,1
,0,33,0,30,0,1
145,145,78,0,10,7,3
62,62,1,0,7,7,1
6.62,6.62,42,0,17,0,2
42,42,22,0,13,6,3
20,20,1,0,29,8,1
,0,42,0,17,0,1
4.46,4.46,42,0,17,0,1
,0,72,0,21,0,1
162,162,64,0,10,4,5
188,188,70,0,27,0,1
30,30,78,1,16,2,1
24,24,49,0,16,0,2
121,121,45,0,7,0,1
154.89,154.89,78,0,13,7,6
18,18,12,0,13,8,1
120,120,74,0,10,4,2
120,120,72,0,10,0,3
30,30,79,0,10,2,3
210,210,73,0,10,7,3
63,63,47,0,10,0,4
18,18,74,0,10,3,1
5.52,5.52,74,0,17,0,1
15,15,79,0,25,2,1
10.15,10.15,70,0,17,7,6
12.02,12.02,79,1,10,2,1
18,18,65,0,10,7,1
0.03,0.03,10,1,10,8,2
30,30,71,0,16,8,1
57,57,79,0,10,7,1
78,78,79,0,10,7,1
18,18,74,0,17,3,3
120,120,42,0,10,8,1
41,41,88,0,16,0,1
37,37,79,0,10,8,1
120,120,90,0,7,0,1
38,38,71,0,13,7,1
15,15,81,0,16,8,1
33,33,44,0,13,0,2
63,63,39,0,10,0,2
60,60,71,0,10,7,1
4.72,4.72,42,0,17,0,1
30,30,45,0,13,8,3
57,57,79,0,10,7,1
65,65,77,0,10,8,5
,0,23,1,13,8,1
4,4,74,0,1,0,1
34,34,77,1,10,0,2
0.2,0.2,74,1,17,3,1
108,108,69,0,4,1,1
340,340,56,0,27,8,1
6.43,6.43,42,0,17,0,1
210,210,85,0,27,0,1
150,150,51,0,10,2,3
16,16,42,0,17,0,3
37,37,47,0,16,0,2
96,96,72,0,10,0,6
2,2,15,1,16,0,1
0.03,0.03,15,0,1,7,1
,0,13,1,16,2,1
6,6,74,0,17,3,1
120,120,73,0,16,8,1
72,72,85,0,10,2,1
48,48,71,0,5,7,1
30,30,73,0,13,0,1
3.38,3.38,84,0,17,0,1
48,48,11,0,10,0,2
30,30,51,0,24,0,5
120,120,63,0,13,8,6
18,18,39,0,16,8,1
6,6,15,0,16,8,1
180,180,85,0,7,0,2
144,144,63,0,10,8,1
6,6,31,0,17,0,1
480,480,30,0,10,8,6
57,57,13,0,10,0,1
66,66,63,0,10,0,4
60,60,48,0,13,7,5
,0,3,1,29,8,1
24,24,63,0,7,7,1
49,49,13,0,13,0,4
120,120,67,0,10,8,3
,0,4,0,17,0,1
31,31,47,1,10,8,1
24,24,84,0,17,0,2
24,24,30,0,16,0,
7.26,7.26,42,0,17,0,1
63,63,63,0,13,0,6
37,37,47,0,10,0,1
3.65,3.65,70,0,17,0,2
121,121,63,0,13,0,4
18,18,84,0,17,3,1
51,51,33,0,13,0,3
100,100,33,0,10,0,4
120,120,40,0,27,0,1
14,14,13,0,17,8,2
87,87,4,0,10,0,1
6,6,22,0,17,8,2
2.1,2.1,11,0,17,0,2
120,120,33,0,13,0,6
14.92,14.92,55,0,13,8,6
10,10,31,0,17,6,2
0.16,0.16,13,1,5,2,2
115,115,42,0,13,0,6
210,210,51,0,10,8,6
30,30,8,0,16,0,3
84,84,78,0,6,8,6
96,96,47,0,10,6,3
130,130,47,0,13,2,6
72,72,51,0,10,0,4
24,24,4,0,10,8,1
,0,12,0,17,7,1
121,121,37,0,7,0,1
33,33,37,1,16,0,1
,4,12,0,10,0,2
87,87,42,1,19,2,3
63,63,54,0,10,8,6
4.34,4.34,70,0,17,3,2
60,60,47,0,13,0,6
87,87,54,0,10,0,1
4.27,4.27,84,0,17,3,1
15,15,79,0,5,0,3
13.03,13.03,70,0,17,3,3
40,40,85,0,17,0,3
40,40,12,0,13,0,3
,0,42,0,17,0,1
15,15,85,0,17,0,2
18,18,70,0,17,3,4
94,94,47,0,21,2,3
180,180,40,0,10,7,1
0.03,0.03,40,1,10,8,1
108,108,40,0,10,0,1
175,175,67,0,16,0,3
30,30,8,0,16,8,1
195,195,36,0,10,0,3
0.03,0.03,52,0,13,7,1
96,96,4,0,10,7,3
8.41,8.41,74,1,10,3,1
48,48,57,0,10,8,1
24,24,57,0,27,6,1
0.99,0.99,71,0,26,7,1
,0,42,0,17,8,2
,0,39,1,5,7,1
0.23,0.23,50,0,30,0,1
60,60,70,0,10,3,5
0.16,0.16,50,1,30,0,1
12.03,12.03,57,1,10,7,1
0.99,0.99,57,0,1,7,2
36,36,57,0,10,6,1
,0,57,0,29,8,1
8.56,8.56,42,0,17,0,2
180,180,57,0,26,8,6
30,30,45,0,13,8,3
8.46,8.46,42,0,17,0,2
24,24,61,0,10,6,1
5,5,31,0,17,0,1
9.82,9.82,42,0,17,0,2
84,84,45,0,13,0,4
10,10,42,1,17,6,1
0.03,0.03,6,1,17,0,1
33,33,42,0,17,0,1
1.45,1.45,6,0,17,0,1
9.95,9.95,42,0,17,0,2
7.62,7.62,42,0,17,0,3
13.36,13.36,42,0,17,0,3
8.46,8.46,42,0,17,0,1
13.79,13.79,42,0,17,0,3
12.03,12.03,71,1,10,0,1
,0,74,0,10,3,1
4,8,42,1,17,0,1
30,30,42,0,17,6,2
13.56,13.56,42,0,17,0,3
188,188,45,0,7,0,2
46,46,48,0,13,0,1
13.56,13.56,42,0,17,0,3
78,78,49,0,10,2,3
87,87,4,0,10,7,1
96,96,4,0,10,8,1
33,33,42,0,17,6,2
120,120,39,1,21,0,1
24.03,24.03,49,0,24,0,5
4.17,4.17,6,0,17,0,1
180,180,39,0,7,8,6
,6,15,1,16,0,2
60,60,40,0,1,6,4
21,21,73,0,16,0,3
4.93,4.93,74,1,17,3,1
,0,42,0,17,0,1
,0,15,0,11,0,1
30,30,88,0,13,0,4
5.1,5.1,42,0,17,0,1
,0,58,0,16,2,5
5.39,5.39,70,0,17,3,2
13,13,42,0,17,6,1
54,60,39,1,13,8,1
46,46,83,0,13,0,5
,0,42,0,17,0,1
120,120,70,0,4,1,1
12.03,12.03,30,0,7,8,1
240,240,39,0,16,6,2
,0,24,0,10,8,2
71,71,12,0,16,0,1
108,108,57,0,13,0,6
24,24,70,0,17,0,1
9,9,70,0,17,3,3
7,7,70,0,17,3,2
0.03,0.03,16,0,13,2,1
0.03,0.03,30,0,13,8,1
120,120,40,0,10,0,2
24,24,38,0,13,0,1
30,30,5,0,10,8,1
24,24,31,0,13,0,4
48,48,22,0,10,8,1
200,200,16,0,22,0,1
13.03,13.03,70,0,17,3,4
6,6,70,0,17,3,3
51,51,18,0,13,0,2
33,33,18,0,13,0,2
5.53,5.53,70,0,17,3,2
41,41,14,0,10,0,2
240,240,44,0,27,8,5
84,84,4,0,10,8,1
30,30,18,0,13,0,3
135,135,64,0,10,0,1
135,135,40,0,10,0,1
87,87,40,0,10,0,3
120,120,72,0,10,2,6
200,200,18,0,4,0,6
20,20,56,0,17,0,3
5.29,5.29,70,1,17,3,2
188,188,56,0,10,8,3
108,108,40,0,10,0,3
0.03,6.03,1,0,21,2,1
72,72,56,0,13,8,5
127,127,44,0,27,0,1
84,84,43,0,10,2,4
24,24,41,0,17,5,4
180,180,22,0,10,7,3
110,110,50,0,22,8,4
90,90,41,0,10,7,1
180,180,18,0,10,8,3
22,22,31,0,21,0,3
10,10,22,1,16,8,1
348,348,5,0,22,2,3
60,60,22,0,10,8,1
24,24,22,0,13,0,4
12.03,12.03,79,0,16,7,1
,0,42,0,17,0,1
41,41,42,1,10,0,1
120,120,42,0,10,0,1
18,18,71,0,21,8,1
,0,41,1,5,0,1
57,57,18,0,10,0,3
,6,35,0,16,8,1
60,60,54,0,10,0,2
0.03,0.03,8,0,16,2,1
84,84,9,0,13,6,2
30,30,42,0,10,8,1
60,60,47,0,7,8,1
216,216,0,0,27,4,6
42,42,8,0,13,8,5
42,42,35,0,13,6,3
120,120,41,0,10,0,1
120,120,44,0,10,2,2
84,84,54,0,10,7,5
